name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
burakorkmez/mern-advanced-auth,https://github.com/burakorkmez/mern-advanced-auth,500,Authentication Simplified - Project Based Tutorial,The MIT License,0,0,0,0,2024-08-03
victorqribeiro/TinyJS,https://github.com/victorqribeiro/TinyJS,440,Tiny JS is a lightweight JavaScript utility for dynamically creating HTML elements,The MIT License,0,0,0,0,2024-09-06
alohe/quicky,https://github.com/alohe/quicky,402,A simple CLI tool to self-host Next.js applications.,The MIT License,0,0,0,0,2024-10-08
multinear-demo/demo-bank-support-lc-py,https://github.com/multinear-demo/demo-bank-support-lc-py,397,,The MIT License,0,0,0,0,2024-11-27
leochen-g/dify-schedule,https://github.com/leochen-g/dify-schedule,363,"Dify Schedule. 免费的Dify工作流定时助手，支持多渠道发送通知. A free automated scheduling solution for Dify, powered by GitHub Actions.",The MIT License,0,0,0,0,2024-12-18
TanStack/create-tsrouter-app,https://github.com/TanStack/create-tsrouter-app,313,Create-tsrouter-app is drop-in replacement for create-react-app that builds TanStack Router based SPA applications,The MIT License,0,0,0,0,2025-02-14
Norinthkm/Mev-Bot_SOLANA,https://github.com/Norinthkm/Mev-Bot_SOLANA,295,"⭐ A powerful Solana MEV bot designed for both browser and local use. It scans transactions in real time, identifies profitable opportunities across Pump.FUN, Jupiter, and Raydium, and executes trades with precision. Fully automated, fast, and optimized for maximum efficiency.",The MIT License,0,0,0,0,2025-02-18
fangyuan99/cookie-share,https://github.com/fangyuan99/cookie-share,251,"Cookie-share is a extension/script that allows users to send and receive cookies between different devices or browsers. It can be used for multi-account switching, sharing video memberships, co-renting planets, and other scenarios. A self-hosted Cloudflare Worker ensures data security.",The MIT License,0,0,0,0,2024-09-01
amclubs/am-cf-trojan,https://github.com/amclubs/am-cf-trojan,240,这是基于CF平台的脚本，部署Trojan 配置信息转换为订阅内容。可以方便地将 Trojan 节点配置信息转换到 Clash 或 Singbox 或Quantumult X等工具中。,Apache License 2.0,0,0,0,0,2024-08-12
iCodeCraft/react-native-bottom-sheet-backdrop-snippet,https://github.com/iCodeCraft/react-native-bottom-sheet-backdrop-snippet,228,A React Native snippet showcasing a bottom sheet modal with a backdrop animation.,The MIT License,0,0,0,0,2024-08-11
btholt/complete-intro-to-react-v9,https://github.com/btholt/complete-intro-to-react-v9,227,The Complete Intro to React v9 as taught for Frontend Masters by Brian Holt,Apache License 2.0,0,0,0,0,2024-08-26
shubhamjain/svg-spinners,https://github.com/shubhamjain/svg-spinners,221,Collection of open-source SVG spinners (CSS & SMIL based).,The MIT License,0,0,0,0,2024-10-16
christianselig/caldera-keyboard,https://github.com/christianselig/caldera-keyboard,213,"A split, ergonomic, wireless keyboard",The MIT License,0,0,0,0,2024-07-18
emilwidlund/tactile,https://github.com/emilwidlund/tactile,189,"Beautifully crafted UI components inspired by terminals, monospace & the 80's",The MIT License,0,0,0,0,2025-01-22
iCodeCraft/react-native-carousel-snippet,https://github.com/iCodeCraft/react-native-carousel-snippet,176,A simple and easy-to-use carousel component for React Native.,The MIT License,0,0,0,0,2024-08-10
hello-nerdo/CodebaseToPrompt,https://github.com/hello-nerdo/CodebaseToPrompt,164,Turn local files into a prompt for an LLM,The MIT License,0,0,0,0,2024-12-26
fix2015/no-sleep-app,https://github.com/fix2015/no-sleep-app,161,"NoSleepJs is a lightweight JavaScript library that prevents devices from going to sleep during critical activities. It uses the Screen Wake Lock API or a fallback video playback method to keep the screen active, ensuring uninterrupted user experiences across modern and legacy devices.",The MIT License,0,0,0,0,2024-11-22
go2ismail/ASP.NET-FullStack-BackEnd-FrontEnd,https://github.com/go2ismail/ASP.NET-FullStack-BackEnd-FrontEnd,161,"ASP.NET Core Full-Stack Web Development: Back End with REST API, Clean Architecture, DDD, CQRS, Repository, OData & Front End with Razor Pages, Vue.js",The MIT License,0,0,0,0,2024-10-24
Uxandoriqk/Ethereum-MEV_Bot,https://github.com/Uxandoriqk/Ethereum-MEV_Bot,160,"🔰 A JavaScript-based Ethereum trading bot with local execution, advanced configurations, and DEX (MEV-Bot) integration for automated and reliable trading.",The MIT License,0,0,0,0,2025-02-10
DosX-dev/WebSafeCompiler,https://github.com/DosX-dev/WebSafeCompiler,159,A powerfull websites compiler/obfuscator for optimization or intellectual property protection purposes.,The MIT License,0,0,0,0,2024-08-17
cokice/googleocr-app,https://github.com/cokice/googleocr-app,157,,The MIT License,0,0,0,0,2024-12-31
bhadmus/cye2e,https://github.com/bhadmus/cye2e,156,This project is to help anyone setup a cypress e2e project by answering a few questions.,The MIT License,0,0,0,0,2024-07-03
L1ne-cd/Typora_Unlocker,https://github.com/L1ne-cd/Typora_Unlocker,141,Typora 解锁 序列号 激活码 激活补丁 支持的版本：1.0.0 - 1.9.5,The MIT License,0,0,0,0,2024-12-07
SteamedBread2333/dctc,https://github.com/SteamedBread2333/dctc,137,🎉TypeScript Execute (tsx): Dynamically compile TSX/TS file and execute it. The easiest way to run .tsx in nodejs,The MIT License,0,0,0,0,2025-01-22
Andaroth/ai-assistant-electron,https://github.com/Andaroth/ai-assistant-electron,134,"Desktop AI assistant for Windows, Mac and Linux",The MIT License,0,0,0,0,2024-10-23
ricklamers/x-ai-content-filter-groq,https://github.com/ricklamers/x-ai-content-filter-groq,131,"Filter X content using LLM API requests, configurable, based on Groq API",Apache License 2.0,0,0,0,0,2024-08-11
0-RTT/JSimages,https://github.com/0-RTT/JSimages,124,基于 Cloudflare R2 储存的图床/视频床服务,The MIT License,0,0,0,0,2024-12-16
hexnome/pumpfun-raydium-cli-tools,https://github.com/hexnome/pumpfun-raydium-cli-tools,123,"solana pumpfun bundler, raydium bundler, pumpfun sniping bot, raydium sniping bot, pumpfun volume bot, raydium volume bot, pumpfun bundler, raydium bundler, jito bundler",The MIT License,0,0,0,0,2024-07-23
iCodeCraft/react-native-drag-and-drop-snippet,https://github.com/iCodeCraft/react-native-drag-and-drop-snippet,121,"This repository provides a simple implementation of drag-and-drop functionality in React Native, including basic animation support.",The MIT License,0,0,0,0,2024-08-10
wrannaman/rememberall,https://github.com/wrannaman/rememberall,120,solving long term memory storage for llms,The MIT License,0,0,0,0,2024-12-11
Kaliiiiiiiiii-Vinyzu/patchright-nodejs,https://github.com/Kaliiiiiiiiii-Vinyzu/patchright-nodejs,119,Undetected NodeJS version of the Playwright testing and automation library. ,Apache License 2.0,0,0,0,0,2024-11-02
EliTheSurfer/EliVim-VSCode,https://github.com/EliTheSurfer/EliVim-VSCode,119,Customize vscode to make it keyboard first as far as possible (inspired by neovim),The MIT License,0,0,0,0,2024-08-10
sindresorhus/multicast-stream,https://github.com/sindresorhus/multicast-stream,118,Create a multicast stream that lets multiple consumers independently read the same data,The MIT License,0,0,0,0,2024-08-25
yousboot/Memory,https://github.com/yousboot/Memory,116,A self-hosted editor and note taking app.,The MIT License,0,0,0,0,2025-02-10
recitativonika/blockless-bless-network-bot,https://github.com/recitativonika/blockless-bless-network-bot,116,automates network or node operations for Blockless Bless Network Bot.,The MIT License,0,0,0,0,2024-11-14
eurooooo/zephyrlin.me,https://github.com/eurooooo/zephyrlin.me,116,"A personal website for developers🧑‍💻, built with Next.js",The MIT License,0,0,0,0,2024-09-20
isboyjc/isle-editor,https://github.com/isboyjc/isle-editor,111,"Open source web editor, supports rich text, block, markdown editing, efficient and out-of-the-box, based on ProseMirror and TipTap.",The MIT License,0,0,0,0,2024-11-03
amclubs/am-check-in,https://github.com/amclubs/am-check-in,106,这是一个用来机场自动签到免费领取流量的自动脚本，一份代码支持多种运行环境，支持GitHub Actions、支持 Cloudflare Workers 和 Pages平台 的自动签到脚本，释放你的双手出去City Walk,Apache License 2.0,0,0,0,0,2024-12-18
bhadmus/postwright,https://github.com/bhadmus/postwright,104,The plugin helps convert postman collections into playwright scripts. Contributions are welcomed. Just have fun while at it.,The MIT License,0,0,0,0,2024-08-02
KwokKwok/slide-lab,https://github.com/KwokKwok/slide-lab,103,一个 PPT 工具，可以调整好效果后截图放到 PPT 里。大部分代码由 AI 协助完成。已有：象限编辑器（Quadrant Editor）,The MIT License,0,0,0,0,2024-11-21
ryanbalieiro/react-portfolio-template,https://github.com/ryanbalieiro/react-portfolio-template,102,A sleek and simple portfolio template developed with ReactJS and Bootstrap 5  💻 ,The MIT License,0,0,0,0,2024-10-17
Touxan/n8n-ultimate-scraper,https://github.com/Touxan/n8n-ultimate-scraper,100,,Apache License 2.0,0,0,0,0,2024-09-16
antoniandre/vue-cal,https://github.com/antoniandre/vue-cal,100,"A Vue JS full calendar, no dependency, no BS. :metal:",The MIT License,0,0,0,0,2024-10-12
ansoncloud8/am-cf-sub-rss,https://github.com/ansoncloud8/am-cf-sub-rss,100,"通过Cloudflare Workers & Pages 搭建，将你任意节点与多个订阅聚合成专属于你的订阅链接,完成定制汇聚订阅",Apache License 2.0,0,0,0,0,2024-07-21
bhadmus/postPipe,https://github.com/bhadmus/postPipe,100,This project is to help anyone to push postman collections that are either saved as a json or directly from postman to the pipeline,The MIT License,0,0,0,0,2024-08-15
CH563/image-beautifier,https://github.com/CH563/image-beautifier,97,在线截图美化工具，支持添加批注，裁剪，局部放大等，并预设各社媒尺寸和导出高清图,The MIT License,0,0,0,0,2024-07-10
ndskstack/ndsk,https://github.com/ndskstack/ndsk,97,"nodeStack is a full-stack framework for JavaScript developers. It enables you to create high-performance, high-quality programs with minimal code, greatly improving your development efficiency.",The MIT License,0,0,0,0,2024-07-19
Battlingboy/Traffic-Analysis-Base-DPDK,https://github.com/Battlingboy/Traffic-Analysis-Base-DPDK,96,Traffic-Analysis-Base-DPDK,Apache License 2.0,0,0,0,0,2024-12-31
liumengniu/majiang-server,https://github.com/liumengniu/majiang-server,93,基于laya3.x引擎 + nodejs 开发的湖南麻将,The MIT License,0,0,0,0,2024-09-14
VikzSharma/ffufwebparser,https://github.com/VikzSharma/ffufwebparser,93,"Parse FFUF results in GUI with option to sort based by response code , size , keyword",The MIT License,0,0,0,0,2024-09-08
wangjianpro999/GPT-foolproof,https://github.com/wangjianpro999/GPT-foolproof,90,GPT-foolproof  防止GPT降智的一个浏览器插件。,The MIT License,0,0,0,0,2025-01-22
jonfraser/simpletext,https://github.com/jonfraser/simpletext,89,A simple to use text only blog using CloudFlare Workers and KV,The MIT License,0,0,0,0,2024-10-26
Er-Mithleshsharma/Namaste-Nodejs-Notes,https://github.com/Er-Mithleshsharma/Namaste-Nodejs-Notes,86,Namaste Node.js Notes 📚  This repository contains detailed notes from the Namaste Node.js course by Akshay Saini.,The MIT License,0,0,0,0,2024-08-14
abhishekpatil4/GmailGenius,https://github.com/abhishekpatil4/GmailGenius,86,,The MIT License,0,0,0,0,2024-08-20
salmanytofficial/XLICON-V4-MD,https://github.com/salmanytofficial/XLICON-V4-MD,85,"XLICON-V4 is a powerful WhatsApp bot created by Salman Ahamed. It's designed for multiple devices and comes packed with tons of cool features, making it easy and fun to use for everyone.",The MIT License,0,0,0,0,2024-08-15
Z4ffarani/AI.Hub,https://github.com/Z4ffarani/AI.Hub,84,,The MIT License,0,0,0,0,2024-09-06
mendsalbert/beat-cancer,https://github.com/mendsalbert/beat-cancer,83,,Apache License 2.0,0,0,0,0,2024-07-26
Apcoev/AnimatAI,https://github.com/Apcoev/AnimatAI,82,"ANIMAT is the first AI platform to integrate MMD and facial tracking for dynamic 3D Model, enabling realistic customization and upgrade of AgentAI.",The MIT License,0,0,0,0,2025-02-06
collidingScopes/particular-drift,https://github.com/collidingScopes/particular-drift,82,"Turn images into flowing particle animations. Built with js, webgl / glsl, and html5 canvas",The MIT License,0,0,0,0,2025-01-27
EliasPereirah/OrionChat,https://github.com/EliasPereirah/OrionChat,80,Orion is a web-based chat interface that simplifies interactions with multiple AI model providers. ,The MIT License,0,0,0,0,2024-10-01
hschne/puny-monitor,https://github.com/hschne/puny-monitor,74,A batteries-included monitoring tool for single hosts. Works great with Kamal 💎,The MIT License,0,0,0,0,2024-09-15
need4swede/SideQuests,https://github.com/need4swede/SideQuests,74,Todo App,The MIT License,0,0,0,0,2024-09-17
elenagalun/next,https://github.com/elenagalun/next,74,,The MIT License,0,0,0,0,2025-02-10
Widiskel/walrus-testnet-bot,https://github.com/Widiskel/walrus-testnet-bot,72,"The Walrus Testnet Bot is a powerful tool designed for interacting with SUI Testnet networks. This bot automates transaction processes, enabling users to perform actions such as Swapping between SUI and WAL, Stake to a Node Operator and Request Faucet seamlessly and daily making it an ideal solution for you to do your Walrus Testnet Airdrop.",The MIT License,0,0,0,0,2024-10-20
ch1y0w0/ParamScan,https://github.com/ch1y0w0/ParamScan,70,ParamScan is a chrome extension for finding reflected parameters in a webpage.,The MIT License,0,0,0,0,2024-11-08
ParaN3xus/typress,https://github.com/ParaN3xus/typress,69,Typst Mathematical Expression OCR,The MIT License,0,0,0,0,2024-07-17
combatwombat/tiefling,https://github.com/combatwombat/tiefling,69,2D-to-3D image generator and viewer: https://tiefling.app,The MIT License,0,0,0,0,2024-12-28
91xusir/91xmind,https://github.com/91xusir/91xmind,67,Small toys,The MIT License,0,0,0,0,2024-12-11
AndroidReverser-Test/il2cpp_class_dumper,https://github.com/AndroidReverser-Test/il2cpp_class_dumper,65,一个用于动态dump 魔改il2cpp框架的unity游戏符号的frida脚本,Apache License 2.0,0,0,0,0,2024-07-05
Kuaien/GoedgeWorks,https://github.com/Kuaien/GoedgeWorks,65,🍀基于开源CDN系统GoEdge制作的🎭模版UI、🧩插件、🕹脚本合集,Apache License 2.0,0,0,0,0,2024-08-06
mfcc64/wc-helpers,https://github.com/mfcc64/wc-helpers,65,Helpers for Web Components,The MIT License,0,0,0,0,2024-07-20
neurons-me/netget,https://github.com/neurons-me/netget,64,"Netget is a modular, open-source network manager for seamless domain routing, reverse proxying, and traffic redirection. It simplifies server exposure, automates SSL, and enables efficient, decentralized networking.",The MIT License,0,0,0,0,2024-08-02
neurons-me/all.this,https://github.com/neurons-me/all.this,64,"All.This is a modular framework for managing and standardizing data structures, enabling seamless interaction across the neurons.me ecosystem. It transforms objects like images, text, and audio into structured formats optimized for machine learning and deep learning applications.",The MIT License,0,0,0,0,2024-08-02
dforwardfeed/memo_generator,https://github.com/dforwardfeed/memo_generator,63,Tool that generates AI startup investment memorandums ,The MIT License,0,0,0,0,2024-11-24
sindresorhus/is-low-power-mode,https://github.com/sindresorhus/is-low-power-mode,62,Check if the system is in low power mode,The MIT License,0,0,0,0,2024-07-25
levi2234/Progresspal,https://github.com/levi2234/Progresspal,62,"A decentralized python iterable, function and log tracker",The MIT License,0,0,0,0,2024-10-26
tide-foundation/tidecloak-gettingstarted,https://github.com/tide-foundation/tidecloak-gettingstarted,62,"TideCloak lets your users hold their own digital authority—no central control, no blind trust.",Apache License 2.0,0,0,0,0,2024-12-17
bluwy/renoma,https://github.com/bluwy/renoma,62,A recursive node_modules analyzer with opinionated package health checks,The MIT License,0,0,0,0,2024-07-25
Thaolga/openwrt-nekobox,https://github.com/Thaolga/openwrt-nekobox,62,Unlock the Web with Sing-box: Your Gateway to Boundless Freedom,The MIT License,0,0,0,0,2024-09-29
neurons-me/this.dictionaries,https://github.com/neurons-me/this.dictionaries,61,Aiming to structure the way we approach language data by creating a token-based system for linking various language dictionaries to universal tokens.,The MIT License,0,0,0,0,2024-08-02
j9t/obsohtml,https://github.com/j9t/obsohtml,61,Detection of obsolete and proprietary HTML elements and attributes,Creative Commons Attribution Share Alike 4.0 International,0,0,0,0,2024-08-11
neurons-me/this.video,https://github.com/neurons-me/this.video,61,"this.video module is part of the ""all.this"" family, this.video standardizes video content for machine learning, ensuring seamless integration and interoperability. As part of the neurons.me ecosystem, it transforms raw video into structured, ML-ready formats for efficient processing in AI models.",The MIT License,0,0,0,0,2024-08-02
neurons-me/this.audio,https://github.com/neurons-me/this.audio,61,Focusing on the transformation and standardization of audio data for enhanced machine learning interoperability.,The MIT License,0,0,0,0,2024-08-02
neurons-me/this.pixel,https://github.com/neurons-me/this.pixel,61,Pixels is a package containing custom web components for handling pixel-based operations. One of the main components in this package is PixelGrid.,The MIT License,0,0,0,0,2024-08-02
neurons-me/this.img,https://github.com/neurons-me/this.img,61,"this.img is in the active development stage, exploring methodologies to capture, analyze, and standardize image elements from the web, making them machine learning-ready.",The MIT License,0,0,0,0,2024-08-02
neurons-me/be.this,https://github.com/neurons-me/be.this,61,::this.be::be.this::this.me::,The MIT License,0,0,0,0,2024-08-02
neurons-me/musicLab,https://github.com/neurons-me/musicLab,60,musicLab,The MIT License,0,0,0,0,2024-08-02
neurons-me/this.env,https://github.com/neurons-me/this.env,60,"this.env defines, locks, and hashes the environment to establish a reliable and secure operational context. By detecting and responding to changes, it ensures consistency and integrity, especially for intelligent systems and machine learning applications.",The MIT License,0,0,0,0,2024-08-02
neurons-me/this.be,https://github.com/neurons-me/this.be,59,Let this.be be.this,The MIT License,0,0,0,0,2024-08-02
dante4rt/evm-auto-deploy,https://github.com/dante4rt/evm-auto-deploy,59,A tool for automatically deploying Ethereum smart contracts to various networks.,The MIT License,0,0,0,0,2024-10-13
neurons-me/this.text,https://github.com/neurons-me/this.text,59,"this.text seeks to standardize text content, ensuring consistency in how textual data is presented and subsequently consumed by machine learning models.",The MIT License,0,0,0,0,2024-08-02
run-llama/newsletter-generator,https://github.com/run-llama/newsletter-generator,59,,The MIT License,0,0,0,0,2024-08-25
neurons-me/v.path,https://github.com/neurons-me/v.path,58,Manages and tracks memory path usage on a network. It applies memory management methods similar to those used in individual computers to the network as a whole.,The MIT License,0,0,0,0,2024-08-02
calmstate/polyglot,https://github.com/calmstate/polyglot,58,"Polyglot is a fast, elegant, and free translation tool using AI.",The MIT License,0,0,0,0,2024-08-28
AllAboutAI-YT/mcp-servers,https://github.com/AllAboutAI-YT/mcp-servers,58,All About AI MCP Servers,The MIT License,0,0,0,0,2024-12-02
NSRingo/WeatherKit,https://github.com/NSRingo/WeatherKit,58, iRingo: 🌤 WeatherKit,Apache License 2.0,0,0,0,0,2024-09-26
ErickWendel/nodejs-fastify-mongodb-crud,https://github.com/ErickWendel/nodejs-fastify-mongodb-crud,57,"CRUD Ops with Node.js, Fastify and MongoDB using the Node.js test runner",The MIT License,0,0,0,0,2024-10-01
rossmc/magento2-partytown,https://github.com/rossmc/magento2-partytown,57,A module which adds Partytown to Magento 2,The MIT License,0,0,0,0,2024-10-31
samarjitsahoo/javascript,https://github.com/samarjitsahoo/javascript,57,"JavaScript is a dynamic, high-level language essential for web development. It enables interactive and responsive features on websites, enhancing user experience with real-time updates and complex functionalities. With a vast ecosystem of libraries and frameworks, JavaScript is crucial for both front-end and back-end development.",The MIT License,0,0,0,0,2024-07-20
Surfboardv2ray/Trojan-worker,https://github.com/Surfboardv2ray/Trojan-worker,56,"Route Trojan v2ray configs traffic through Cloudflare, in addition to vmess and vless.",The MIT License,0,0,0,0,2024-09-24
JawherKl/node-api-postgres,https://github.com/JawherKl/node-api-postgres,56,"This is a modern RESTful API built with Node.js and Express, designed to interact with a PostgreSQL database.",The MIT License,0,0,0,0,2024-07-25
honestyan/malas-commit,https://github.com/honestyan/malas-commit,55,Effortlessly generate meaningful and automated commit messages using AI-powered Groq API. Perfect for developers seeking faster Git workflows with minimal effort.,The MIT License,0,0,0,0,2024-10-03
l3yx/Java-RASP-Research-Env,https://github.com/l3yx/Java-RASP-Research-Env,55,之前方便自己研究RASP原理和绕过时顺手写的，用于快速启动和重置RASP环境,The MIT License,0,0,0,0,2024-10-13
recursechat/mcp-server-apple-shortcuts,https://github.com/recursechat/mcp-server-apple-shortcuts,55,,Apache License 2.0,0,0,0,0,2024-12-11
CosmicBonBon/DC32BadgeGame,https://github.com/CosmicBonBon/DC32BadgeGame,55,DEFCON 32 Badge Game,The MIT License,0,0,0,0,2024-08-10
tsoding/c3-demo,https://github.com/tsoding/c3-demo,55,Demo of C3 Programming Language,The MIT License,0,0,0,0,2024-07-28
markrai/squadcast,https://github.com/markrai/squadcast,54,a family bulletin board system with instantaneous bi-directional updates.,The MIT License,0,0,0,0,2024-10-23
svar-widgets/filemanager,https://github.com/svar-widgets/filemanager,54,Easy-to-use Svelte file manager (file explorer) component,The MIT License,0,0,0,0,2024-10-08
Mintplex-Labs/anythingllm-embed,https://github.com/Mintplex-Labs/anythingllm-embed,53,AnythingLLM Embed widget submodule for the main AnythingLLM application,The MIT License,0,0,0,0,2024-08-22
ashawkey/vscode-mesh-viewer,https://github.com/ashawkey/vscode-mesh-viewer,53,A 3D mesh viewer for vscode,The MIT License,0,0,0,0,2024-07-08
amclubs/am-cf-auto-trojan,https://github.com/amclubs/am-cf-auto-trojan,51,这是Cloudflare搭建Trojan节点自动优选域名、IP生成订阅节点，与am-cf-trojan项目搭配使用，实现免费科学上网,Apache License 2.0,0,0,0,0,2024-08-12
justhil/Foolproof-cursor-freeloading-method,https://github.com/justhil/Foolproof-cursor-freeloading-method,51,,The MIT License,0,0,0,0,2025-01-23
jasonmayes/WebAIAgent,https://github.com/jasonmayes/WebAIAgent,51,"A Web AI Agent running entirely client side in browser, that's capable of controlling a fictional flights webpage, to get the job done by using Google's Gemma 2 (2B) model in JavaScript via WebGPU thanks to the MediaPipe Web LLM library, combined with some extra function calling logic to enable advanced user experiences. ",Apache License 2.0,0,0,0,0,2025-01-12
neurons-me/Cleaker,https://github.com/neurons-me/Cleaker,50,"Cleaker is a decentralized identity and relationship framework that connects and recognizes digital entities. It takes all points within a fixed distance and establishes meaningful, verifiable connections. By generating unique digital identifiers (DIDs), Cleaker organizes relationships between users, assets, and systems, enabling seamless identity.",The MIT License,0,0,0,0,2025-01-23
lucafoscili/comfyui-lf,https://github.com/lucafoscili/comfyui-lf,50,"[Legacy repository] Custom nodes with a touch of extra UX ✨ Client-side LLM chat, mid-workflow image editing, history for primitives, JSON manipulation, analytics nodes, CivitAI metadata fetching and saving... and more!",The MIT License,0,0,0,0,2024-08-19
aviaryan/voice-writing-electron,https://github.com/aviaryan/voice-writing-electron,48,"A real-time, instant dictation desktop application built on Electron that uses Whisper and GROQ under the hood",Apache License 2.0,0,0,0,0,2024-08-05
Yan-K/Yan-K-ToolKit,https://github.com/Yan-K/Yan-K-ToolKit,48,Scripts collection for After Effects,Creative Commons 1.0 Universal,0,0,0,0,2025-01-30
daxcay/ComfyUI-WA,https://github.com/daxcay/ComfyUI-WA,48,Comfy UI in WhatsApp.,The MIT License,0,0,0,0,2024-09-01
lukeed/bluesky-import,https://github.com/lukeed/bluesky-import,48,(more) quickly find the GitHub and/or Twitter accounts you follow on Bluesky~!,The MIT License,0,0,0,0,2024-11-08
Zhengfu200/ZChat_v1,https://github.com/Zhengfu200/ZChat_v1,48,A simple Public Chatroom build with Node.js + Vue.js +QuasarUI,The MIT License,0,0,0,0,2025-01-27
mattdesl/bitframes,https://github.com/mattdesl/bitframes,47,bitframes is a generative art codec in 32 bytes of data,The MIT License,0,0,0,0,2024-09-26
sebastien-lempens/r3f-flow-field-particles,https://github.com/sebastien-lempens/r3f-flow-field-particles,46,"A particle system based on GPGPU, running with React Three Fiber",The MIT License,0,0,0,0,2024-11-05
eddiegulay/octopalm,https://github.com/eddiegulay/octopalm,45,"OctoPalm.js is a lightweight JavaScript library designed to add real-time, customizable search functionality to your web applications. It provides a seamless search experience with animated results and custom-styled scrollbars, making it a robust solution for enhancing search features on your site.",The MIT License,0,0,0,0,2024-09-19
chanulee/coreOllama,https://github.com/chanulee/coreOllama,45,"Locally own and run your LLM - easy, simple, lightweight",The MIT License,0,0,0,0,2024-11-17
antfu/refined-github-last-read,https://github.com/antfu/refined-github-last-read,45,Show the last read position of issues and pull requests in GitHub.,The MIT License,0,0,0,0,2024-11-27
sarperavci/ctf-writeups-search,https://github.com/sarperavci/ctf-writeups-search,45,Search engine for CTF writeups with instant results.,The MIT License,0,0,0,0,2025-02-07
cmliu/CF-Workers-GitHub,https://github.com/cmliu/CF-Workers-GitHub,44,这个项目是一个基于 Cloudflare Workers 的 Github 镜像代理工具。它能够中转 Github 项目请求，解决一些访问限制和加速访问的问题。,The MIT License,0,0,0,0,2024-07-05
akshadjaiswal/Namaste-Nodejs,https://github.com/akshadjaiswal/Namaste-Nodejs,44,NodeJS from Scratch to Advance which i learned from Namaste Nodejs.,The MIT License,0,0,0,0,2024-08-22
dante4rt/openlayer-airdrop-bot,https://github.com/dante4rt/openlayer-airdrop-bot,44,"A bot that automates daily check-ins for the OpenLayer airdrop, supporting multiple accounts and scheduled tasks.",The MIT License,0,0,0,0,2024-09-16
Widiskel/t3rn-bridge-bot,https://github.com/Widiskel/t3rn-bridge-bot,44,"t3rn testnet bridge bot, earn BRN by swapping token on t3rn",The MIT License,0,0,0,0,2024-09-12
tomayac/prompt-api-playground,https://github.com/tomayac/prompt-api-playground,44,This is a demo of Chrome's built-in Prompt API powered by Gemini Nano.,Apache License 2.0,0,0,0,0,2024-08-02
NSRingo/Siri,https://github.com/NSRingo/Siri,44, iRingo: ⭕ Siri,Apache License 2.0,0,0,0,0,2024-09-27
