name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
howoii/SmartBookmark,https://github.com/howoii/SmartBookmark,48,一款基于 AI 的智能书签管理插件,The MIT License,0,0,4,0,2025-01-10
JawadYTX/KHAN-MD,https://github.com/JawadYTX/KHAN-MD,48,,Apache License 2.0,0,0,4,0,2025-01-28
cmliu/CF-Workers-DD2D,https://github.com/cmliu/CF-Workers-DD2D,44,将多个域名IP解析至指定域名的worker.js定时脚本,Apache License 2.0,0,0,4,0,2024-07-13
zlwaterfield/scramble,https://github.com/zlwaterfield/scramble,1490,Open-Source Grammarly Alternative,The MIT License,0,0,3,0,2024-09-18
i-am-shodan/USBArmyKnife,https://github.com/i-am-shodan/USBArmyKnife,1185,USB Army Knife – the ultimate close access tool for penetration testers and red teamers.,The MIT License,0,0,3,0,2024-09-27
xzitlou/jsontr.ee,https://github.com/xzitlou/jsontr.ee,795,Effortlessly visualize JSON structures as dynamic tree diagrams,The MIT License,0,0,3,0,2024-11-25
ling-drag0n/CloudPaste,https://github.com/ling-drag0n/CloudPaste,457,基于 Cloudflare Workers 的在线剪贴板和文件分享服务，支持 Markdown、阅后即焚、文本/文件分享、密码保护等功能,The MIT License,0,0,3,0,2024-11-22
NousResearch/Open-Reasoning-Tasks,https://github.com/NousResearch/Open-Reasoning-Tasks,410,A comprehensive repository of reasoning tasks for LLMs (and beyond),Apache License 2.0,0,0,3,0,2024-07-22
78/xiaozhi,https://github.com/78/xiaozhi,350,Build your own AI friend,The MIT License,0,0,3,0,2024-08-31
carl24tech/Cyberion-Spark-X,https://github.com/carl24tech/Cyberion-Spark-X,265,"Cyberion-Spark-X is a dynamic WhatsApp bot designed to provide instant assistance and personalized services to users. It is equipped with advanced AI capabilities to understand and respond to queries, streamline tasks, and offer tailored recommendations. From automated responses to real-time updates, Cyberion-Spark-X is your virtual assistant.",The MIT License,0,0,3,0,2024-08-23
penjc/CityU,https://github.com/penjc/CityU,215,CityU 手册，一站式解锁课程信息和评价、校园生活攻略与就业资源。,The MIT License,0,0,3,0,2025-01-09
ansoncloud8/am-cf-tunnel,https://github.com/ansoncloud8/am-cf-tunnel,191,这是一个基于 Cloudflare Workers 和 Pages平台的脚本，在原版的基础上修改了显示 VLESS 配置信息转换为订阅内容。使用该脚本，你可以方便地将 VLESS、trojan 配置信息使用在线配置转换到 Clash、 Singbox 、Quantumult X等工具中。,Apache License 2.0,0,0,3,0,2024-07-31
DeeCeeXxx/Queen_Anita_V2,https://github.com/DeeCeeXxx/Queen_Anita_V2,161,,Apache License 2.0,0,0,3,0,2024-09-03
bilaltosungit/schengen-visa-appointment-bot,https://github.com/bilaltosungit/schengen-visa-appointment-bot,146,,The MIT License,0,0,3,0,2025-01-14
simonw/prompts-js,https://github.com/simonw/prompts-js,143,async alternatives to browser alert() and prompt() and confirm(),Apache License 2.0,0,0,3,0,2024-12-07
chenbimo/yidash,https://github.com/chenbimo/yidash,131,yidash（易大师）一万个JavaScript实用方法库。,The MIT License,0,0,3,0,2024-07-29
shaobeichen/gradient-theme,https://github.com/shaobeichen/gradient-theme,101,🌅 Multiple beautiful VSCode gradient themes. 多个漂亮的VSCode渐变主题。,The MIT License,0,0,3,0,2024-09-13
slevithan/oniguruma-to-es,https://github.com/slevithan/oniguruma-to-es,92,"Convert patterns from Oniguruma (the regex engine used by Ruby, TextMate grammars, etc.) to native JavaScript RegExp",The MIT License,0,0,3,0,2024-09-26
swkim101/cspapers.org,https://github.com/swkim101/cspapers.org,91,A search engine dedicated to CS conferences. It provides useful filters for conferences and year range.,The MIT License,0,0,3,0,2024-08-06
hamelsmu/claudesave,https://github.com/hamelsmu/claudesave,79,A Chrome extension that saves conversations with Claude to GitHubGists or your clipboard.,Apache License 2.0,0,0,3,0,2024-08-09
fatwang2/search1api-mcp,https://github.com/fatwang2/search1api-mcp,69,,The MIT License,0,0,3,0,2024-11-26
face-hh/darkaroo,https://github.com/face-hh/darkaroo,68,"A browser extension for getting ads everywhere. Be forced to watch YouTube ads *with your eyes opened*, have popups on every site, scam buttons in random corners, yell words to close ads, and more",Apache License 2.0,0,0,3,0,2024-11-23
jerhadf/linear-mcp-server,https://github.com/jerhadf/linear-mcp-server,66,A server that integrates Linear's project management system with the Model Context Protocol (MCP) to allow LLMs to interact with Linear.,The MIT License,0,0,3,0,2024-12-03
M3264/Kord-Ai,https://github.com/M3264/Kord-Ai,60,"Introducing Kord-Ai, A WhatsApp bot that automates interactions on WhatsApp by executing predefined commands or responding to user inputs. It can handle tasks like sending messages, sharing media, and managing group activities, offering convenience and efficiency for users and businesses.",The MIT License,0,0,3,0,2024-09-09
thedev-me/register,https://github.com/thedev-me/register,59,Get your free '{name}.thedev.me' domain,The MIT License,0,0,3,0,2024-07-11
qpd-v/mcp-ragdocs,https://github.com/qpd-v/mcp-ragdocs,57,,Apache License 2.0,0,0,3,0,2024-12-13
heycalebszn/bannerly,https://github.com/heycalebszn/bannerly,50,Get fully customizable social banner.,The MIT License,0,0,3,0,2024-12-11
open-nest-africa/open-nest-africa,https://github.com/open-nest-africa/open-nest-africa,49,"🌸 OpenNest Website – Your safe, inclusive hub for open-source beginners!  ",The MIT License,0,0,3,0,2024-10-16
pixqc/ziglist,https://github.com/pixqc/ziglist,49,Discover Zig projects and packages,The MIT License,0,0,3,0,2024-08-01
recitativonika/openledger-bot,https://github.com/recitativonika/openledger-bot,49,Openledger Bot is a simple tool designed to automate the node and daily reward claim interaction,The MIT License,0,0,3,0,2025-01-09
rdmistra/selfhost-dl,https://github.com/rdmistra/selfhost-dl,47,"SelfHost-DL is my project that lets users self-host a simple web downloader with minimal setup. Just run it with Node.js—no third-party services needed. Deploy the files, start the server, and download content easily. Perfect for a lightweight, self-managed solution.",Apache License 2.0,0,0,3,0,2025-02-10
The-King-Destroy/Yuki_Suou-Bot,https://github.com/The-King-Destroy/Yuki_Suou-Bot,46,"👋 ¡Hola! Bienvenido(a) al Repositorio Oficial de Yuki-Suou-Bot, Un Bot muy Prometedor en constante evolución, tiene Múltiples Funciones y Juegos. Esperamos que te Guste y nos Regales una Estrellita 🌟 me Ayudaría Muchísimo 😁.",The MIT License,0,0,3,0,2024-09-30
Zlkcyber/expchain,https://github.com/Zlkcyber/expchain,45,expchain testnet auto deploy contract and interact,The MIT License,0,0,3,0,2024-12-14
Alanrk/LazyCat-Bookmark-Cleaner,https://github.com/Alanrk/LazyCat-Bookmark-Cleaner,492,让书签管理变得轻松愉快！一只可爱的懒猫助手，帮你智能清理和整理浏览器书签。,The MIT License,0,0,2,0,2024-12-29
sindresorhus/nano-spawn,https://github.com/sindresorhus/nano-spawn,475,Tiny process execution for humans — a better child_process,The MIT License,0,0,2,0,2024-08-19
mem0ai/mem0-chrome-extension,https://github.com/mem0ai/mem0-chrome-extension,381,Claude Memory: Long-term memory for Claude,The MIT License,0,0,2,0,2024-08-27
nodejs/amaro,https://github.com/nodejs/amaro,355,Node.js TypeScript wrapper,The MIT License,0,0,2,0,2024-07-16
seadfeng/cloudflare-proxy-sites,https://github.com/seadfeng/cloudflare-proxy-sites,352,,The MIT License,0,0,2,0,2024-08-04
goshops-com/clipshare,https://github.com/goshops-com/clipshare,347,"An incredibly simple, open-source alternative to Loom that only requires S3-compatible storage—no servers needed",The MIT License,0,0,2,0,2024-08-21
QingJ01/123pan_unlock,https://github.com/QingJ01/123pan_unlock,331,基于油猴的123云盘解锁脚本，支持解锁123云盘下载功能,Apache License 2.0,0,0,2,0,2024-11-30
Crayon-Shinchan/AnyDressing,https://github.com/Crayon-Shinchan/AnyDressing,272,"Official implementation of ""AnyDressing: Customizable Multi-Garment Virtual Dressing via Latent Diffusion Models""",The MIT License,0,0,2,0,2024-12-02
oss-serverless/serverless,https://github.com/oss-serverless/serverless,198,Serverless Framework CLI v3 alternative,The MIT License,0,0,2,0,2024-09-15
ErSanSan233/prose-polish,https://github.com/ErSanSan233/prose-polish,196,📝 文档润色助手 | 基于 AI 的可视化文稿润色工具，支持提示词编辑、文本块编排和智能优化，让写作更轻松、更专业。,The MIT License,0,0,2,0,2025-01-29
mylofi/local-data-lock,https://github.com/mylofi/local-data-lock,132,Protect local-first app data with encryption/decryption key secured in Webauthn (biometric) passkey,The MIT License,0,0,2,0,2024-07-29
NomadicDaddy/htmx-debugger,https://github.com/NomadicDaddy/htmx-debugger,124,a browser extension (Chrome and Firefox) debugging tool for htmx applications,The MIT License,0,0,2,0,2024-10-01
Freedom-Guard/Freedom-Guard,https://github.com/Freedom-Guard/Freedom-Guard,107,"Freedom Guard is a vpn for access to free ineternet. +x; Freedom Plus, Freedom Browser, Freedom Warp, Freedom Vibe",The MIT License,0,0,2,0,2024-10-18
DaInfernalCoder/perplexity-mcp,https://github.com/DaInfernalCoder/perplexity-mcp,104,A Model Context Protocol (MCP) server for research and documentation assistance using Perplexity AI,The MIT License,0,0,2,0,2025-01-26
wfcz10086/AI-automatically-generates-novels,https://github.com/wfcz10086/AI-automatically-generates-novels,102,一个基于ai +提示词 的智能小说创作生产力工具， 已经有数百家工作室和个人作者通过该工具实现了快速、批量生成小说。 通过 AI 技术提升创作效率以及完善的提示词管理功能，实现智能拆书、智能生书名简介、正文润色、shift+L快捷词条 等效率提升20倍，让写作更轻松、更专业。现已升级到 v5.2。,Apache License 2.0,0,0,2,0,2024-12-04
socketteer/clooi,https://github.com/socketteer/clooi,101,command loom interface,The MIT License,0,0,2,0,2024-07-10
ansoncloud8/am-trojan,https://github.com/ansoncloud8/am-trojan,88,这是基于CF平台的脚本，部署Trojan 配置信息转换为订阅内容。可以方便地将 Trojan 节点配置信息转换到 Clash 或 Singbox 或Quantumult X等工具中。,Apache License 2.0,0,0,2,0,2024-07-16
ading2210/CVE-2024-6778-POC,https://github.com/ading2210/CVE-2024-6778-POC,88,"A POC exploit for CVE-2024-5836 and CVE-2024-6778, allowing for a sandbox escape from a Chrome extension. ",The MIT License,0,0,2,0,2024-09-10
Joker-Reincarnated/Toxic-MD,https://github.com/Joker-Reincarnated/Toxic-MD,82,"Toxic MD is a powerful WhatsApp crash and bug bot developed by Joker, designed for managing and automating various bot-related functions. Whether you're testing crash bugs or exploring custom bot configurations, this bot has you covered.",Apache License 2.0,0,0,2,0,2024-10-06
tingyusys/RaindropEcho,https://github.com/tingyusys/RaindropEcho,80,一个方便逆向人员进行渗透的 burp 插件,The MIT License,0,0,2,0,2024-09-03
modelcontextprotocol/create-typescript-server,https://github.com/modelcontextprotocol/create-typescript-server,77,CLI tool to create a new TypeScript MCP server,The MIT License,0,0,2,0,2024-11-18
Hosinoharu/SkipJSDebugger,https://github.com/Hosinoharu/SkipJSDebugger,73,"An experimental tool that can skip JavaScript debugger statement in Edge and Chrome, and have a self-defined debugger.",The MIT License,0,0,2,0,2024-09-13
codepo8/trimMiddle,https://github.com/codepo8/trimMiddle,71,,The MIT License,0,0,2,0,2025-01-03
recitativonika/teneo-bot,https://github.com/recitativonika/teneo-bot,70,Teneo bot is a simple tool designed to automate the node interaction.,The MIT License,0,0,2,0,2024-11-01
fenrir2608/goGreen,https://github.com/fenrir2608/goGreen,69,make your profile look like you've been hard at work... even if you haven't.,The MIT License,0,0,2,0,2024-08-20
Lesterpaintstheworld/kinos,https://github.com/Lesterpaintstheworld/kinos,67,A multi-agent engine for the UBC Agents,The MIT License,0,0,2,0,2024-11-26
ArchiveBox/abx-dl,https://github.com/ArchiveBox/abx-dl,63,"⬇️ A simple all-in-one CLI tool to download EVERYTHING from a URL (like youtube-dl/yt-dlp, forum-dl, gallery-dl, simpler ArchiveBox). 🎭 Uses headless Chrome to get HTML, JS, CSS, images/video/audio/subtitles, PDFs, screenshots, article text, git repos, and more...",The MIT License,0,0,2,0,2024-10-21
icholy/ContainerScript,https://github.com/icholy/ContainerScript,60,Firefox Addon for programmatically assigning URLs to containers.,The MIT License,0,0,2,0,2024-11-29
boniphace478/BONIPHACE-MD,https://github.com/boniphace478/BONIPHACE-MD,60,𝑅𝐸𝐺𝐴𝑅𝐷𝑆 𝐵𝑂𝑁𝐼𝑃𝐻𝐴𝐶𝐸 𝑇𝐸𝐴𝑀........,The MIT License,0,0,2,0,2024-08-03
LiberBinjio/GlobalTalk-Hub,https://github.com/LiberBinjio/GlobalTalk-Hub,60,GlobalTalk Hub is a place where you can chat without language barriers.   Here you can speak your native language freely to friends all over the world and will be understood by them easily. Have fun💕🎈🌭🍔,The MIT License,0,0,2,0,2024-07-26
Eliasar54/ansi-BOT-MD,https://github.com/Eliasar54/ansi-BOT-MD,58,"ʜᴏʟᴀ 👋 ʙɪᴇɴᴠᴇɴɪᴅᴏ 💫 ᴀʟ ʀᴇᴘᴏsɪᴛᴏʀɪᴏ ᴏғɪᴄɪᴀʟ ᴅᴇʟ ᴀɴsí-ʙᴏᴛ, ᴇs ᴜɴ ʙᴏᴛ ᴅᴇ ᴡʜᴀᴛsᴀᴘᴘ ғᴜɴᴄɪᴏɴᴀʟ ᴄᴏɴ ʟᴀ ᴠᴇʀsɪᴏɴ ᴍᴜʟᴛɪ-ᴅᴇᴠɪᴄᴇ, ᴀǫᴜɪ sᴇ ʀᴇᴀʟɪᴢᴀʀᴀɴ ᴀᴄᴛᴜʟɪᴢᴀᴄɪᴏɴᴇs, sɪ ᴛᴇ ᴀɢʀᴀᴅᴀ ᴇʟ ʙᴏᴛ ᴍᴇ ᴘᴜᴇᴅᴇ ʀᴇɢᴀʟᴀs ᴜɴᴀ 🌟?, ᴇsᴘᴇʀᴏ ᴛᴇ ɢᴜsᴛᴇ 🤗",The MIT License,0,0,2,0,2024-08-01
RiceRound/ComfyUI_CryptoCat,https://github.com/RiceRound/ComfyUI_CryptoCat,56,designed to simplify workflows while providing encryption protection for them.,The MIT License,0,0,2,0,2024-09-28
Widiskel/evm-tx-deployer-bot,https://github.com/Widiskel/evm-tx-deployer-bot,54,"The Evm Testnet Bot is a powerful tool designed for interacting with EVM-compatible test networks. This bot automates transaction processes daily. Provides a built-in smart contract deployment feature, making it an ideal solution for you to do your testnet airdrop.",The MIT License,0,0,2,0,2024-10-15
ameymane09/trash-view-on-maps,https://github.com/ameymane09/trash-view-on-maps,54,"A game where you find trash on Street View images, and nobody wins (except for the people who are responsible for fixing the issue)",The MIT License,0,0,2,0,2025-01-16
TomFrankly/notion-helper,https://github.com/TomFrankly/notion-helper,52,A library of functions for working more easily with the Notion API,The MIT License,0,0,2,0,2024-09-09
Diomar-s/Kakaroto-Bot-MD,https://github.com/Diomar-s/Kakaroto-Bot-MD,50,,The MIT License,0,0,2,0,2024-09-22
engineervix/cv,https://github.com/engineervix/cv,50,"Write your CV in Markdown and generate both a responsive web page and a professional PDF with minimal setup. Features modern tooling (Vite, Puppeteer), beautiful icons, and automated PDF generation via CI/CD. See example below 👇",The MIT License,0,0,2,0,2025-01-25
Widiskel/fraction-ai-bot,https://github.com/Widiskel/fraction-ai-bot,49,Fraction AI Testnet Bot,The MIT License,0,0,2,0,2025-01-22
laranatech/larana-js,https://github.com/laranatech/larana-js,48,JavaScript implementation of Larana philosophy. Experimental alternative UI framework,The MIT License,0,0,2,0,2024-07-08
tavily-ai/tavily-mcp,https://github.com/tavily-ai/tavily-mcp,47,,The MIT License,0,0,2,0,2025-01-27
lee-sihun/djmax-keyviewer,https://github.com/lee-sihun/djmax-keyviewer,45,🎹 Electron & React 키뷰어,The MIT License,0,0,2,0,2025-01-03
KOSASIH/pi-stable-revoluter-core,https://github.com/KOSASIH/pi-stable-revoluter-core,44,"The core repository for the PiStable project, designed to transform Pi Coin into a stablecoin pegged at $314.159.",The MIT License,0,0,2,0,2024-11-07
ShouChenICU/FastSend,https://github.com/ShouChenICU/FastSend,875,FastSend 是一个基于 WebRTC 技术的点对点文件传输工具，支持快速的目录同步和文件传输。通过浏览器即可实现安全、高效的文件共享。,The MIT License,0,0,1,0,2024-07-12
addyosmani/firew0rks,https://github.com/addyosmani/firew0rks,528,Fireworks in your terminal 🎆,The MIT License,0,0,1,0,2024-12-31
isboyjc/cursor-reset,https://github.com/isboyjc/cursor-reset,492,Cursor Trial Reset Tool,The MIT License,0,0,1,0,2024-12-26
HeyPuter/Oops.js,https://github.com/HeyPuter/Oops.js,479,🤭 Oops.js: Add powerful undo/redo capabilities to your app,The MIT License,0,0,1,0,2024-08-05
JLinMr/Mini-Cover,https://github.com/JLinMr/Mini-Cover,373,Mini-Cover：简洁的在线生成封面网站，专为博客、短视频、社交媒体等生成个性化封面,The MIT License,0,0,1,0,2024-08-25
pudongping/mp-vx-insight,https://github.com/pudongping/mp-vx-insight,341,微信公众号小助手，扩展了一键获取微信公众号文章封面图、全部文章、一键采集文章内容等功能。,The MIT License,0,0,1,0,2024-07-03
hexagoncircle/pixel-canvas,https://github.com/hexagoncircle/pixel-canvas,279,Web Component that applies a shimmering pixel background on element hover,The MIT License,0,0,1,0,2024-12-03
zacharyreese/DualQRCode,https://github.com/zacharyreese/DualQRCode,250,Two different URLs in one QR code,The MIT License,0,0,1,0,2025-01-24
sindresorhus/yocto-spinner,https://github.com/sindresorhus/yocto-spinner,215,Tiny terminal spinner,The MIT License,0,0,1,0,2024-08-25
jsebrech/plainvanilla,https://github.com/jsebrech/plainvanilla,207,A tutorial website for plain vanilla web development,The MIT License,0,0,1,0,2024-07-21
mumuy/gobang,https://github.com/mumuy/gobang,196,五子棋人机对战游戏 - 经典游戏开发样例_Gobang based on HTML5,The MIT License,0,0,1,0,2024-09-19
mmiscool/aiCoder,https://github.com/mmiscool/aiCoder,154,A tool to write JS libraries using AI. The first and only tool that is using ASTs to perform surgical changes to existing code files with out mangling the code.  https://aicoderproject.com/,The MIT License,0,0,1,0,2024-10-28
dante4rt/silent-protocol-bot,https://github.com/dante4rt/silent-protocol-bot,153,Automation bot for interacting with the Silent Protocol testnet.,The MIT License,0,0,1,0,2025-02-06
earthjasonlin/zzz-signal-search-export,https://github.com/earthjasonlin/zzz-signal-search-export,153,"📺导出绝区零调频记录，支持 UIGF-v4.0，支持所有服务器 | Export Zenless Zone Zero signal search hisory, supports UIGF-v4.0, supports all servers🧰",The MIT License,0,0,1,0,2024-07-17
hmjz100/123panYouthMember,https://github.com/hmjz100/123panYouthMember,143,123 云盘会员青春版 - 在 123 云盘超过 1GB 上限下载文件，显示身份信息为会员,The MIT License,0,0,1,0,2024-11-30
olivierloverde/gmail-agent,https://github.com/olivierloverde/gmail-agent,136,AI-based Telegram agent with memory that will help you reach inbox 0 in no time. ,The MIT License,0,0,1,0,2024-11-12
xKiian/cloudflare-jsd,https://github.com/xKiian/cloudflare-jsd,132,Bypass Cloudflare's /h/b/jsd challenge using 100% python,The MIT License,0,0,1,0,2025-01-30
DannyMoerkerke/basic-service-worker,https://github.com/DannyMoerkerke/basic-service-worker,131,A basic Service Worker to make your web app work offline,The MIT License,0,0,1,0,2024-09-05
supercorp-ai/supergateway,https://github.com/supercorp-ai/supergateway,130,Run MCP stdio servers over SSE and SSE over stdio. AI gateway.,The MIT License,0,0,1,0,2024-12-21
golanlevin/p5.plotSvg,https://github.com/golanlevin/p5.plotSvg,129,A p5.js library for exporting SVG files tailored for pen plotting. ,The MIT License,0,0,1,0,2024-11-19
5etools-mirror-3/5etools-src,https://github.com/5etools-mirror-3/5etools-src,126,A mirror.,The MIT License,0,0,1,0,2024-09-14
mendableai/firecrawl-mcp-server,https://github.com/mendableai/firecrawl-mcp-server,113,"FireCrawl MCP Server is a powerful web scraping integration for Claude and other LLMs. It provides JavaScript rendering, batch processing, and search capabilities through a Model Context Protocol (MCP) interface. Now with support for self-hosted instances and advanced features like parallel processing, automatic retries, and content filtering",The MIT License,0,0,1,0,2024-12-06
collidingScopes/ascii,https://github.com/collidingScopes/ascii,112,Turn videos into ASCII pixel art using js and html canvas,The MIT License,0,0,1,0,2024-08-12
dante4rt/evm-auto-transfer,https://github.com/dante4rt/evm-auto-transfer,109,Automate EVM transactions on testnets and mainnets with ease. Configure your network and handle multiple transfers effortlessly using this bot.,The MIT License,0,0,1,0,2024-08-30
doyensec/CSPTPlayground,https://github.com/doyensec/CSPTPlayground,104,CSPTPlayground is an open-source playground to find and exploit Client-Side Path Traversal (CSPT).,Apache License 2.0,0,0,1,0,2024-10-03
patorjk/subpixel-snake,https://github.com/patorjk/subpixel-snake,103,A game of Snake that uses subpixels.,The MIT License,0,0,1,0,2025-01-16
doxdk/deepseek-desktop,https://github.com/doxdk/deepseek-desktop,102,"A desktop version of DeepSeek, an AI-powered application that provides intelligent assistance and interaction. This application allows users to access DeepSeek's chat interface directly from their desktop, with support for local storage and cookies.",The MIT License,0,0,1,0,2025-01-25
AINativeLab/awesome-flux-ai,https://github.com/AINativeLab/awesome-flux-ai,98,"A curated list of awesome resources, tools, libraries, and applications related to Flux AI technology. This repository aims to be a comprehensive collection for developers, researchers, and enthusiasts interested in Flux AI.",The MIT License,0,0,1,0,2024-08-17
shuding/svg-shaders,https://github.com/shuding/svg-shaders,95,Composable SVG Shaders,The MIT License,0,0,1,0,2024-11-02
Mintplex-Labs/anythingllm-extension,https://github.com/Mintplex-Labs/anythingllm-extension,91,Browser extension for AnythingLLM Docker & Desktop application,The MIT License,0,0,1,0,2024-08-27
thecodedose/pastanation,https://github.com/thecodedose/pastanation,90,,The MIT License,0,0,1,0,2024-11-06
e2b-dev/mcp-server,https://github.com/e2b-dev/mcp-server,90,Giving Claude ability to run code with E2B via MCP (Model Context Protocol),Apache License 2.0,0,0,1,0,2024-12-01
newideas99/Deepseek-Thinking-Claude-3.5-Sonnet-CLINE-MCP,https://github.com/newideas99/Deepseek-Thinking-Claude-3.5-Sonnet-CLINE-MCP,84,"🧠 MCP server implementing RAT (Retrieval Augmented Thinking) - combines DeepSeek's reasoning with GPT-4/Claude/Mistral responses, maintaining conversation context between interactions.",The MIT License,0,0,1,0,2025-01-25
Rem01Gaming/net-switch,https://github.com/Rem01Gaming/net-switch,83,Magisk Module to isolate any app from Internet access,Apache License 2.0,0,0,1,0,2025-01-03
yitong2333/Bionic-Reading,https://github.com/yitong2333/Bionic-Reading,79,仿生阅读（Bionic Reading）的油猴脚本，该脚本的主要功能是通过强调文本中的关键字和部分内容来增强阅读体验。它通过改变文本的显示方式，使读者更容易抓住重要信息，从而提高阅读速度和理解能力。,The MIT License,0,0,1,0,2024-10-22
scoundrella76/comit,https://github.com/scoundrella76/comit,77,comit for project,The MIT License,0,0,1,0,2025-01-30
sindresorhus/fetch-extras,https://github.com/sindresorhus/fetch-extras,77,Useful utilities for working with Fetch,The MIT License,0,0,1,0,2024-07-17
akopdev/obsidian-textgrams,https://github.com/akopdev/obsidian-textgrams,76,Create and store ASCII graphics in your Obsidian,The MIT License,0,0,1,0,2024-09-19
developmentation/logicstudio.ai,https://github.com/developmentation/logicstudio.ai,73,An interactive logic studio for building agent systems,The MIT License,0,0,1,0,2024-12-31
galvao-eti/shelly,https://github.com/galvao-eti/shelly,68,"A shell-like interface for the web written entirely in HTML, CSS and JavaScript (ES6).",Apache License 2.0,0,0,1,0,2024-08-31
qusaismael/localllm,https://github.com/qusaismael/localllm,68,"Your LLM, Your Data , Your GUI.",The MIT License,0,0,1,0,2025-01-26
ylem-co/ylem,https://github.com/ylem-co/ylem,67,Ylem is an open-source platform for real-time data streaming orchestration,Apache License 2.0,0,0,1,0,2024-09-02
scriptvg/Discord-S0ftw,https://github.com/scriptvg/Discord-S0ftw,64,OPENSOURCE POS SYSTEM,The MIT License,0,0,1,0,2024-10-14
liuhuapiaoyuan/MinerU-PDFScanner,https://github.com/liuhuapiaoyuan/MinerU-PDFScanner,64,基于MinerU的桌面应用程序，MinerU是一款开源的高质量PDF解析工具，基于深度学习技术，可自动提取PDF文档中的文字、表格、图片、公式等内容，并提供丰富的分析、统计、搜索等功能。 本项目为其提供一个简化版本的WebUI，方便用户上传PDF文件，并实时展示提取结果。,The MIT License,0,0,1,0,2024-10-09
Widiskel/mango-testnet-bot,https://github.com/Widiskel/mango-testnet-bot,63,Mango Network Testnet bot to help you complete all task on mango testnet,The MIT License,0,0,1,0,2025-01-04
yichengup/Comfyui-Ycanvas,https://github.com/yichengup/Comfyui-Ycanvas,60,,The MIT License,0,0,1,0,2024-11-19
gtasnail/fivem-glsl,https://github.com/gtasnail/fivem-glsl,58,A POC to run glsl on FiveM client game screen.,The MIT License,0,0,1,0,2024-08-24
flo-bit/svelte-audio-visualizations,https://github.com/flo-bit/svelte-audio-visualizations,58,a few different simple audio visualizations (esp for voice input/output) for svelte,The MIT License,0,0,1,0,2024-10-12
brunosabot/streamline-card,https://github.com/brunosabot/streamline-card,56,Streamline your Lovelace configuration with with a card template system.,The MIT License,0,0,1,0,2024-08-07
Surfboardv2ray/v2ray-refiner,https://github.com/Surfboardv2ray/v2ray-refiner,56,"Use Cloudflare Workers to access your v2ray Vmess, Vless and Trojan configs through Websockets.",Apache License 2.0,0,0,1,0,2024-09-28
DMontgomery40/deepseek-mcp-server,https://github.com/DMontgomery40/deepseek-mcp-server,56,Model Context Protocol server for DeepSeek's advanced language models,The MIT License,0,0,1,0,2025-01-21
ldenoue/readabletranscripts,https://github.com/ldenoue/readabletranscripts,55,Readable YouTube Transcripts using Gemini 1.5 Flash 8B,The MIT License,0,0,1,0,2024-10-08
MatinDehghanian/Ourenus,https://github.com/MatinDehghanian/Ourenus,54,Ourenus Sub Template,The MIT License,0,0,1,0,2024-09-23
nascarjake/luminary,https://github.com/nascarjake/luminary,53,AI Workflow builder with support for OpenAI,The MIT License,0,0,1,0,2024-12-13
Barqawiz/Tamagotchi,https://github.com/Barqawiz/Tamagotchi,53,A collection of tamagotchi characters to give AI assistants an identity.,The MIT License,0,0,1,0,2024-09-27
5hubham5ingh/WallRizz,https://github.com/5hubham5ingh/WallRizz,51,"A terminal-based wallpaper manager that displays wallpapers in a grid, allowing users to select and set wallpapers while automatically customizing application color themes based on the chosen wallpaper. It also enables browsing and downloading wallpapers from a GitHub repository.",The MIT License,0,0,1,0,2024-08-24
KOSASIH/PiStable-Protocol,https://github.com/KOSASIH/PiStable-Protocol,49,"PiStable-Protocol is the foundational codebase for the PiStable project, designed to integrate Pi Coin from the Pi Network as a stablecoin pegged to $314.159.",The MIT License,0,0,1,0,2025-01-03
Mrandbad/ANDBAD-MD-V1,https://github.com/Mrandbad/ANDBAD-MD-V1,48,,The MIT License,0,0,1,0,2024-09-01
nadchif/in-browser-virtual-machine,https://github.com/nadchif/in-browser-virtual-machine,46,Run a Virtual Machine in your browser and boot Alpine 3.20 or FreeDOS 1.2,The MIT License,0,0,1,0,2024-10-04
paskito002/ES_TEAMS-V2,https://github.com/paskito002/ES_TEAMS-V2,44,"This is ES TEAMS-V2, A Whatsapp Bot Built by Paschal JE, Enhanced with Amazing Features to Make Your Whatsapp Communication and Interaction Experience Amazing",Apache License 2.0,0,0,1,0,2024-08-29
jofpin/turbit,https://github.com/jofpin/turbit,2871,"Build applications, scripts, and automations powered by high-performance multicore computing using Node.js",The MIT License,0,0,0,0,2024-08-02
jofpin/synthBTC,https://github.com/jofpin/synthBTC,685,A tool that uses advanced Monte Carlo simulations and Turbit parallel processing to create possible Bitcoin prediction scenarios.,The MIT License,0,0,0,0,2024-08-02
gh0stintheshe11/Stats-SVG,https://github.com/gh0stintheshe11/Stats-SVG,640,"⭐ Dynamically generate stats SVG from your Github, LeetCode, Steam, and more in #Cyberpunk style :)",The MIT License,0,0,0,0,2024-07-05
amclubs/am-cf-tunnel,https://github.com/amclubs/am-cf-tunnel,514,"这是一个基于 Cloudflare Workers 和 Pages平台的脚本,通过EDtunnel修改，使用该脚本可以自动生成VLESS免费节点,并配置信息使用在线配置转换到 Clash、 Singbox 、Quantumult X等工具中。",Apache License 2.0,0,0,0,0,2024-10-13
